,Country,Year,GDP,Region_x,HUMAN FREEDOM (Score),Procedural Justice,Civil Justice,Criminal Justice,Rule of Law,Homicide,Disappearances,Violent Conflicts,Organised Conflicts,Terrorism Fatalities,Terrorism Injuries,"Disapperances, Conflicts, and Terrorism",Female Genital Mutilation,Inheritance Rights: Widows,Inheritance Rights: Daughters,Inheritance Rights,Women's Security & Safety,Security & Safety,Domestic Movement,Foreign Movement,Women's Movement,Movement,Establishing Religious Organizations,Operating Religious Organizations,Establishing and Operating Religious Organizations,Harassment and Physical Hostilities,Legal and Regulatory Restrictions,Religion,Association,Assembly,Establishing Political Parties,Operating Political Parties,Establishing and Operating Political Parties,Establishing Professional Organization,Operating Professional Organization,Establishing and Operating Professional Organization,"Establishing Educational, Sporting and Cultural Organizations","Operating Educational, Sporting and Cultural Organizations","Establishing and Operating Educational, Sporting and Cultural Organizations","Association, Assembly, & Civil Society",Press Killed,Press Jailed,Laws and Regulations that Influence Media Content,Political Pressures and Controls on Media Content,Access to Cable/Satellite,Access to Foreign Newspapers,State Control over Internet Access,Expression & Information,Legal Gender,Male to Male Relationships,Female to Female Relationships,Same-Sex Relationships,Divorce,Identity & Relationships,PERSONAL FREEDOM (Score),Government Consumption,Transfers and subsidies,Government  enterprises and investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory costs of the sale of real property ,Reliability of police,Business costs of crime,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates,Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Conscription,Labor market regulations,Administrative requirements,Bureaucracy burden,Startinga  business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,ECONOMIC FREEDOM (Score),Happiness Rank,Happiness Score,Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,January_cpi food,February_cpi food,March_cpi food,April_cpi food,May_cpi food,June_cpi food,July_cpi food,August_cpi food,September_cpi food,October_cpi food,November_cpi food,December_cpi food,January_cpi general,February_cpi general,March_cpi general,April_cpi general,May_cpi general,June_cpi general,July_cpi general,August_cpi general,September_cpi general,October_cpi general,November_cpi general,December_cpi general,January_Food price inflation,February_Food price inflation,March_Food price inflation,April_Food price inflation,May_Food price inflation,June_Food price inflation,July_Food price inflation,August_Food price inflation,September_Food price inflation,October_Food price inflation,November_Food price inflation,December_Food price inflation
539,122,2013,122495.788,4,6.49,3.3009159428105397,5.21123329903562,4.266270003526705,6.62,9.840033628486099,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,5.0,8.28001120949537,10.0,5.0,0.0,5.0,2.5,2.5,2.5,9.517777777777779,5.97222222222222,5.99666666666667,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,3.75,2.25,10.0,10.0,3.3333333333333304,3.75,7.5,5.0,5.0,6.36904761904762,7.0,0.0,0.0,0.0,0.0,0.0,5.68657423094527,0.0,9.61364798738839,6.0,10.0,10.0,10.0,3.8428079842239398,5.891291194322469,8.29118432231473,7.447272465060901,8.32697382259056,6.66666666666667,8.33333333333333,4.856429510400179,9.65569654140905,8.82254552138542,9.213083646078688,0.615384615384615,6.426824369290731,9.38184862110234,3.85202233702708,9.37368579152897,10.0,8.1518891874146,9.31333333333333,9.06,7.4056,8.592977777777781,5.93814466927667,7.90785058543237,6.922997627354519,10.0,6.90837190019129,4.615384615384619,4.0931487286615,5.20563508141247,7.6804026216361905,5.0,10.0,10.0,8.33333333333333,10.0,7.15456488436792,8.343892216408129,8.0,10.0,8.05301572980913,7.00594104053046,7.55555555555556,9.46800226019575,8.74071525701138,9.981963643742722,9.540417614819779,8.715432561975941,8.367260541706129,7.3,71.5,5.4445,0.945145,0.6408265942668915,0.349695,0.13466499999999998,0.17241947352886194,1.98356,97.656103,98.051873,98.546585,98.645527,98.942354,99.536008,98.744469,98.546585,99.239181,100.228605,99.437066,99.63495,93.319721,93.509782,94.270024,94.365054,94.365054,94.935236,95.505417,95.505417,95.695478,96.36069,96.265659,96.36069,0.026841000000000004,0.026518,0.027546,0.026248,0.023437,0.022254,0.019408,0.019343,0.008546999999999999,0.024578,0.023317,0.027027
540,123,2013,19797.37887,2,8.06,7.1,5.9,5.6,6.2,9.33028376584428,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.776761255281428,10.0,10.0,10.0,10.0,10.0,5.0,7.5,9.777777777777779,8.47222222222222,8.58333333333333,10.0,7.5,10.0,7.5,8.75,5.0,5.0,5.0,10.0,7.5,8.75,8.0,10.0,10.0,6.0,6.25,10.0,10.0,10.0,8.89285714285714,7.0,10.0,10.0,10.0,10.0,10.0,8.54180936143941,6.28235294117647,6.778302308846,8.0,10.0,4.0,7.0,6.78294219599221,6.9687194892029405,4.10341011470918,3.56879400277303,4.92533226620382,8.33333333333333,5.8,4.84998511557054,9.147847631711802,5.36112364370408,5.58586881947109,1.0,5.74174388083076,9.59566317141497,9.283902556943849,9.202928019520131,10.0,9.520623436969741,9.64,8.9,6.216,8.252,4.933758790447129,8.26286861154185,6.59831370099449,10.0,5.25682332946225,8.46153846153846,7.743794892062299,7.15405222768767,8.00109148217054,8.0,8.869333092027869,10.0,8.956444364009288,5.0,5.091948876613941,6.73249060994728,8.0,10.0,7.47073991442687,3.67513259026446,6.44444444444444,9.719513417980831,4.49075917037349,6.7557590753570596,8.21771709161817,6.5505542983397405,7.65924619225863,7.58,73.0,5.488,1.05613,0.701288521289825,0.29091,0.0398642159998417,0.15513750910759,1.93129,96.89,96.62,96.68,96.66,95.92,96.62,98.21,99.01,100.85,100.37,100.52,99.9,99.318135,99.648162,99.688166,99.788174,100.018193,100.028193,99.688166,99.488149,98.918102,99.208126,99.198125,99.518152,-0.06711,-0.058467999999999985,-0.051785000000000005,-0.053003,-0.060069,-0.054505999999999985,-0.037534,-0.023185,0.017454,0.013531,0.018027,0.018452
541,125,2013,1669.971866,8,6.91,3.7,4.88416740140516,3.9593998127344197,4.95,8.70223189904955,5.0,10.0,5.0,9.81925235362807,9.023962709591581,7.768643012643929,10.0,5.0,5.0,5.0,7.5,7.99029163723116,10.0,5.0,5.0,6.66666666666667,5.0,2.5,3.75,8.28888888888889,5.83333333333333,5.95740740740741,5.0,5.0,0.0,0.0,0.0,2.5,2.5,2.5,5.0,2.5,3.75,3.25,10.0,9.09626176814035,2.6666666666666696,1.75,10.0,7.5,7.5,6.930418347829571,7.0,10.0,10.0,10.0,10.0,10.0,6.515522151498151,7.4058823529411795,8.84330632439409,0.0,8.0,5.0,6.5,4.94246443111029,5.53833062168911,6.474835,6.261825,7.10719833333333,6.1,5.0,3.73125763032256,9.36235327650356,7.953110000000001,8.557483333333339,0.9487179487179491,6.765469159592071,8.824321452070619,8.667485364363639,8.39216764903023,10.0,8.970993616366119,8.65333333333333,7.44,5.2896,7.1276444444444405,5.787385,6.2986934532776395,6.04303922663882,10.0,6.88242333333334,8.46153846153846,1.88063590235799,5.741532565743259,7.22805405920663,5.0,8.57542050515795,9.0,7.52514016838598,10.0,5.511480000000001,7.08894333333333,10.0,10.0,8.39259991452791,6.32699166666667,7.55555555555556,9.242508984675231,7.2200425714285705,9.65641781479293,8.800602067944302,8.13368644351054,8.01714217547481,7.3,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,87.847619,87.847619,89.621376,92.141977,92.422044,91.955266,92.982177,94.382511,100.824048,102.971227,101.850959,95.222712,91.327011,91.422842,92.572814,94.106112,94.393605,93.914449,94.585267,95.351916,99.185158,100.622624,100.335131,96.406057,0.150367,0.116251,0.07142899999999999,0.075163,0.056564,0.05914,0.059574,0.054223,0.105425,0.10520999999999997,0.109868,0.06918200000000001
542,126,2013,51188.963639999994,4,5.44,3.3009159428105397,5.21123329903562,4.266270003526705,5.42,9.40172025706762,10.0,10.0,5.0,9.977736572626391,9.933209717879189,8.98218925810112,10.0,0.0,0.0,0.0,5.0,7.79463650505625,0.0,0.0,0.0,0.0,2.5,2.5,2.5,9.66666666666667,8.238888888888889,6.80185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.25,0.25,10.0,9.33209717879184,0.33333333333333304,2.75,5.0,2.5,2.5,4.63077578744645,7.0,0.0,0.0,0.0,0.0,0.0,4.471921890193889,0.0,9.41689373297003,2.0,10.0,10.0,10.0,1.64166553152154,4.61171185289831,7.02256259420729,5.41379276788342,6.86812391502261,8.33333333333333,8.33333333333333,4.00807038776227,9.84880610005799,7.016248198410831,7.7080154603747495,0.43589743589743607,5.14947011547237,8.678610947552,3.5135291107809197,9.298747276688381,10.0,7.87272183375532,9.49214026602176,9.04,6.6976,8.40991342200726,5.72626529642391,8.01309260321645,6.86967894982018,10.0,5.1732869194712,1.53846153846154,0.5531282065758779,2.42162555483621,6.92530448166591,5.0,10.0,10.0,7.5,10.0,5.13755914095966,7.953706384810211,8.0,10.0,7.57986765172585,4.48717609589485,4.0,9.301643233295712,7.28316017739532,9.25526063320202,9.28260310606014,7.268307207641339,7.44939161978907,6.4,71.5,5.4445,0.945145,0.6408265942668915,0.349695,0.13466499999999998,0.17241947352886194,1.98356,97.30462,97.13789,97.30462,97.77353,97.58597,97.65891,98.2737,98.26328,98.80514,98.80514,98.89893,98.5238,96.15182,96.23478,96.21404,96.21404,96.20367,96.25552,96.77402,96.73254,96.82587,97.25105,97.39623,97.51031,0.07584,0.06821,0.064309,0.069438,0.067386,0.06249,0.06690399999999999,0.058904999999999985,0.054721000000000006,0.043802,0.040485,0.034405
543,137,2013,4306.149338,8,6.28,3.7,4.88416740140516,3.9593998127344197,4.15,6.6726201535737495,10.0,10.0,5.0,10.0,10.0,8.970344150036725,9.7,5.0,5.0,5.0,6.3,7.16157054613061,10.0,10.0,5.0,6.66666666666667,7.5,7.5,7.5,8.985555555555557,7.68333333333333,8.13287037037037,7.5,7.5,7.5,6.66666666666667,7.5,7.5,6.66666666666667,7.5,10.0,7.5,7.5,7.5,10.0,10.0,4.0,4.5,10.0,7.5,7.5,7.55417008745872,7.0,0.0,10.0,5.0,7.5,6.25,6.287833694933555,6.77941176470588,9.63760217983651,4.0,7.0,5.0,6.0,3.2182659737264903,6.40277244946257,3.9392816945910494,4.06399583229167,4.8186341254941905,4.16666666666667,5.0,3.2986849347937994,6.376041541498235,4.784988369912111,5.14149893263576,0.8888888888888891,4.059677598868806,6.65739873236737,4.85852349866076,4.008278716,5.0,7.111937272797835,7.44,7.6,6.2264,7.034466666666665,5.131415033098595,5.02310070778952,4.94207784005581,10.0,5.9579535325,1.53846153846154,2.3231384676186897,3.758258305274295,6.358421278762505,8.0,8.08,9.0,8.0,6.66666666666667,4.74265324691724,6.425230165601361,8.0,10.0,6.33912873490695,4.17948722833333,3.146464646464645,8.691671239341694,3.5140067408077202,8.237192732959759,6.973481853691231,5.75192322949262,6.62663978065734,6.0649999999999995,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,59.772908,61.389892,62.96133,63.097599,63.009497,63.726119,66.507811,69.589324,71.28970799999998,73.575055,74.884442,75.440751,53.857958,56.109139,57.281973,57.87058100000001,57.823328,58.71088,60.90868100000001,62.876614,65.756628,71.395685,73.451564,74.26394599999998,0.435711,0.450279,0.463982,0.369184,0.316265,0.219218,0.198269,0.206347,0.258359,0.300114,0.304875,0.288914
544,127,2013,2903.740826,8,6.37,5.2,5.5,4.1,4.97,7.04976591457538,10.0,10.0,5.0,9.834753508891211,9.985836015047822,8.9641179047878,7.4,5.0,5.0,5.0,6.2,7.40462793978773,10.0,5.0,5.0,6.66666666666667,7.5,5.0,6.25,9.33333333333333,8.51666666666667,8.03333333333333,10.0,10.0,10.0,7.5,8.75,10.0,7.5,8.75,10.0,7.5,8.75,9.25,10.0,10.0,4.0,6.0,10.0,10.0,10.0,8.571428571428571,7.0,0.0,0.0,0.0,5.0,2.5,6.59579984208979,6.82352941176471,10.0,7.0,5.0,5.0,5.0,6.704029885449259,7.10551185944279,4.2059310129041805,4.57122736385443,4.910431119761481,4.2,5.0,2.7882904152319403,3.6617433312985996,6.0440689738347695,5.8587882075364295,0.641025641025641,3.7598158791495697,9.205560306160189,9.36125536401874,9.86027463261878,0.0,7.10677257569943,7.27333333333333,7.64,7.3096,7.407644444444441,5.1937010481993,8.28426761939322,6.73898433379626,10.0,5.80934130979514,0.7692307692307689,4.75690257655255,3.7784915518594904,6.98128008252505,8.0,6.897025171624709,10.0,8.29900839054157,0.0,5.12617022491445,5.7596151386060095,6.0,0.0,4.01329259263551,4.92664877922842,0.6666666666666661,9.07542442593852,4.125257803931911,7.64326371293697,3.05021758995765,4.914579829776691,5.74229360431792,6.14,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,98.67191,98.40818,97.036318,96.609497,96.185564,94.973257,97.661213,102.259152,104.427238,108.052326,106.336665,101.734732,100.529853,100.382855,99.880885,99.806375,99.567286,99.004718,99.941342,101.583469,102.405145,103.86019,103.221394,101.600301,0.011359,0.006856,-0.007223,-0.000965,0.028058,0.014482,0.021852,0.024993,0.013024,0.027239,0.019567,-0.004086
545,131,2013,82881.407,7,7.83,8.1,7.7,8.5,8.09,9.873154136191788,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,7.5,9.12438471206393,5.0,5.0,10.0,6.66666666666667,5.0,5.0,5.0,7.5044444444444505,3.88888888888889,5.46444444444445,2.5,0.0,5.0,5.0,5.0,2.5,2.5,2.5,5.0,5.0,5.0,3.0,10.0,10.0,2.0,4.5,5.0,7.5,5.0,6.28571428571429,7.0,0.0,10.0,5.0,10.0,7.5,7.195278717698519,5.51470588235294,8.854173721212051,8.0,10.0,10.0,10.0,3.8355684966727104,7.24088962004754,7.77998953088125,7.118874139186679,8.7290531425895,8.33333333333333,8.33333333333333,7.76653145426804,8.994561966887561,8.6031030217228,8.61768959856378,0.972972972972973,8.14141482735126,8.863047589671401,8.54503468122252,9.52254641909812,10.0,9.232657172498008,10.0,9.96,5.0784,8.34613333333333,7.475914343971549,9.411765699803011,8.44384002188728,10.0,8.7280995863092,6.923076923076921,10.0,8.55039216979537,8.835091381254,10.0,10.0,10.0,10.0,10.0,7.335017814097281,8.28030621367355,10.0,0.0,7.60255400462847,6.997351674343151,10.0,9.91365599083144,8.86087995191487,9.9994570615241,9.08083522963956,9.142029984708849,8.91486132977911,8.47,95.0,5.067,0.87951,0.5411655167770385,0.49853384031295805,0.1018709465134144,0.390009567141533,1.9165205368042,95.435814,96.440089,94.912445,95.045145,95.527112,95.554713,95.966615,96.011202,96.184243,96.41461,96.707612,97.267076,99.149383,100.145717,99.607131,98.129808,98.478424,98.67951,98.955371,99.75264,99.901181,100.057806,100.765142,100.44583,0.003348,0.034399,0.020407,0.020424,0.023942,0.022887,0.023969,0.022811,0.02426,0.025832,0.027024,0.028651
546,130,2013,1730.996317,8,6.15,4.4,4.7,3.2,4.13,9.33196405671034,10.0,10.0,7.5,10.0,10.0,9.5,1.2,5.0,5.0,5.0,3.1,7.3106546855701104,5.0,5.0,5.0,5.0,7.5,7.5,7.5,9.777777777777779,9.62777777777778,8.96851851851852,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.5,6.25,5.25,10.0,10.0,5.33333333333333,5.25,7.5,5.0,7.5,7.22619047619048,7.0,0.0,10.0,5.0,10.0,7.5,6.25463457086343,9.56470588235294,10.0,4.0,8.0,5.0,6.5,5.49856907143,7.112654990756591,3.01480634155765,3.0465966094462402,4.00211483050515,4.16666666666667,5.83333333333333,4.18330656085927,5.39156133773926,3.99247539118922,4.67871331427684,0.837837837837838,3.91148807540391,8.46247484077413,7.831063058735861,7.9467172571506905,5.0,7.31006378916517,9.10666666666667,7.62,7.144,7.95688888888889,6.08220570395126,6.3200924611290095,6.20114908254014,10.0,6.1372683715058605,1.6666666666666698,1.7700102610428101,3.19131509973844,6.8373382677918695,2.0,0.0,9.0,3.6666666666666696,6.66666666666667,5.786755406642199,6.66682340577091,6.0,10.0,5.85337424651329,4.3784937859799395,2.44444444444444,9.2176823658873,2.74413184529033,8.20626942456696,6.04310775686299,5.50568827050533,5.00857639456176,6.04,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,86.478045,86.63855600000002,86.910188,87.36085200000002,87.811516,87.96585300000002,88.577027,88.762231,88.95978199999998,89.45366,89.73146700000002,89.904324,87.93651700000002,88.150191,88.34444,88.719988,89.095536,89.32863499999998,89.99555699999998,90.176856,90.429379,90.759603,90.979751,91.141626,0.05649,0.056538,0.058098,0.061192,0.057389,0.055638,0.0578,0.059230999999999985,0.055137,0.054739,0.053566,0.055596000000000007
547,45,2013,7014.692142,3,7.19,6.1,4.7,3.1,4.63,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,6.5,10.0,10.0,10.0,10.0,7.5,7.5,7.5,9.66666666666667,9.26111111111111,8.80925925925926,7.5,7.5,10.0,7.5,8.75,7.5,7.5,7.5,7.5,7.5,7.5,7.75,10.0,10.0,7.0,6.0,7.5,7.5,7.5,7.928571428571429,0.0,10.0,10.0,10.0,10.0,10.0,7.23128306878307,7.1529411764705895,9.28806307659651,8.0,8.0,8.0,8.0,8.45823245189993,8.179847340993401,4.35647833731867,4.03701657978329,4.33711863951073,4.16666666666667,3.3333333333333304,3.83338395528717,8.165020936045691,4.53225816845878,2.7945513431802302,1.0,4.3950919955094,9.31274847141657,8.93461246129975,9.841498137040519,10.0,9.52221476743921,9.12,8.8,6.5920000000000005,8.17066666666667,4.51618345482655,8.45020061778589,6.48319203630622,10.0,4.78404322451924,4.615384615384619,7.8544205333774695,5.75128279109378,7.601285373516671,8.0,4.53524556893519,10.0,7.5117485229784,5.56666666666667,4.687773953432361,4.91398441507516,6.0,3.0,4.46131781016682,4.235072935827549,4.2222222222222205,8.98807342694753,4.0039718265536,9.035575714686631,6.4130155303007195,6.14965527608971,6.0409072030783095,7.15,42.5,6.148999999999999,1.096263899497985,0.64819,0.473907515406609,0.0918829567193985,0.2134566145181655,2.69522194366455,94.603734,95.420865,96.3047,95.679345,95.27078,95.971178,95.812754,95.662669,95.612641,95.645993,95.520922,95.637655,99.286471,99.70706,100.155079,99.524196,99.377904,99.579055,99.460193,99.542482,99.716204,99.579055,99.661344,99.643058,0.018583,0.027012,0.037177,0.020907,0.019178,0.025938,0.024884,0.027402,0.023839,0.023557,0.018764,0.019374
548,128,2013,14629.07053,2,7.26,5.3,4.5,4.1,4.63,9.363244047368811,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,10.0,7.5,8.75,9.20441468245627,10.0,10.0,10.0,10.0,5.0,7.5,6.25,8.964444444444439,7.822222222222219,7.678888888888889,7.5,10.0,10.0,5.0,7.5,5.0,5.0,5.0,7.5,7.5,7.5,7.5,10.0,10.0,7.0,6.0,10.0,7.5,10.0,8.642857142857139,7.0,10.0,10.0,10.0,10.0,10.0,7.84077827378867,6.10573969970806,3.6892984716519504,10.0,10.0,5.0,7.5,6.9433105171471,6.8476697377014295,2.5920928158492997,2.5093582394097598,3.57620917075348,6.66666666666667,5.83333333333333,3.61312224762512,8.09192083472476,4.71420426748403,5.296794759310401,1.0,4.76596692612854,8.52635485682689,9.04189277232698,8.461147274206821,5.0,7.7573487258401705,9.26666666666667,8.52,7.1584,8.31502222222222,5.43536886421458,8.22182361731187,6.828596240763219,10.0,4.35415352389844,1.53846153846154,6.96941540285607,4.28734348840535,7.3577404878477,8.0,5.0349222978872,9.0,7.34497409929573,2.2333333333333303,3.86147182867813,7.26874122842916,10.0,10.0,6.811549612083911,2.0205807092488604,6.0,9.54437125030257,4.44596916057162,6.56658264203081,6.872597915480941,5.9083502796058,6.68829133032848,6.68,73.0,5.488,1.05613,0.701288521289825,0.29091,0.0398642159998417,0.15513750910759,1.93129,99.526842,99.737258,99.63205,101.631003,101.788816,103.314333,98.948197,97.475284,97.685701,97.370076,95.423727,95.686747,95.316588,95.864069,95.864069,96.630544,96.630544,97.561263,96.685292,97.06853,97.06853,97.232774,96.630544,96.849537,0.179551,0.166052,0.14787899999999998,0.16105799999999998,0.126966,0.125501,0.091701,0.051049,0.003784000000000001,-0.029874,-0.043249,-0.025188
549,138,2013,15851.996619999998,3,7.17,5.1026376711942,4.823171832742269,3.7,5.11,7.88,10.0,10.0,7.5,10.0,10.0,10.0,10.0,5.0,5.0,5.0,7.5,8.46,10.0,10.0,10.0,10.0,7.5,7.5,8.75,6.7,3.6555555555555497,5.177777777777781,10.0,10.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.75,10.0,10.0,7.33333333333333,6.75,10.0,10.0,10.0,8.52083333333333,0.0,10.0,10.0,10.0,10.0,10.0,7.604826388888889,0.0,8.584782918063741,10.0,5.0,5.0,5.0,4.69055811551129,5.6550682067150095,4.74727149381611,3.2040601212118296,3.75605319054218,5.0,5.0,2.74575753860178,3.49333687497823,5.74549935622862,5.51271739122624,0.9743589743589741,4.3002301843712,9.80015376680583,8.06889757568766,9.607843137254891,10.0,9.369223619937099,8.38666666666667,7.92,6.1312,7.47928888888889,6.5628618252854505,7.1336175096593,6.848239667472369,10.0,4.6519664831163,0.0,7.3012923268015895,3.98441960330596,7.07798703991681,8.0,8.966000000000001,10.0,8.98866666666667,10.0,3.27771836284833,6.663445236434111,10.0,10.0,7.82467752295465,3.70597281238544,1.33333333333333,6.1919526172867405,3.68125077750901,7.28161202586435,7.76934403290576,4.99391093321411,7.26908504094514,6.73,42.5,6.148999999999999,1.096263899497985,0.64819,0.473907515406609,0.0918829567193985,0.2134566145181655,2.69522194366455,87.37295300000002,86.485918,86.485918,85.91568199999998,88.196629,90.604295,90.160778,89.590541,88.830225,88.95694499999998,88.450067,87.87983100000002,89.691505,89.890967,90.023942,89.625017,90.489354,91.619639,91.220715,91.686127,91.154228,91.220715,91.021253,91.021253,0.043116,0.011111,0.012611,0.025719,0.050566,0.056129999999999985,0.045555,0.020202,0.021122,0.010072,-0.009929,-0.011404
550,133,2013,29973.69911,2,7.9,8.4,6.1,5.8,6.76,9.76768037078213,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,9.75589345692738,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.73333333333333,7.0333333333333306,8.58888888888889,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.25,10.0,10.0,10.0,9.321428571428571,7.0,10.0,10.0,10.0,10.0,10.0,8.92000511026359,4.01470588235294,4.61940310209359,7.0,4.0,0.0,2.0,7.4374306947324405,5.0143079358358,3.9213750572722996,2.3823823661454,5.29899240018444,9.16666666666667,7.5,4.228332095424331,7.273111019975821,6.5544706551638905,7.57446434531266,0.9459459459459459,5.827004822286,9.42636781614509,9.56446830204968,9.647929752151859,10.0,9.65969146758666,9.64,8.9,6.216,8.252,5.9401776110882905,7.9488955796623495,6.94453659537532,10.0,3.34354126939959,3.07692307692308,7.743794892062299,4.72141974612832,7.47948908537591,5.0,4.0007630998813,10.0,6.33358769996043,2.2333333333333303,2.39567810876445,4.905048904641959,8.0,10.0,5.943895634711361,2.55252616551032,8.66666666666667,9.66331903128568,5.65389162545724,7.45091968902606,7.08557511836934,6.84548304938588,6.37432212801923,6.87,73.0,5.488,1.05613,0.701288521289825,0.29091,0.0398642159998417,0.15513750910759,1.93129,98.86,98.66,98.53,99.41,101.44,100.64,99.87,99.8,99.5,98.99,98.86,99.14,98.62,99.42,99.73,100.39,100.71,100.76,100.44,100.78,101.03,101.07,100.94,100.06,0.051814,0.040608,0.03847,0.032188,0.03079,0.043767,0.043465,0.044261,0.036566,0.025272,0.022972,0.022378
551,139,2013,46138.45457,9,8.46,9.6,7.8,7.8,8.42,9.63807482012683,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.879358273375608,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.14888888888889,7.45,8.866296296296301,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.33333333333333,9.0,10.0,10.0,10.0,9.76190476190476,7.0,10.0,10.0,10.0,7.5,8.75,9.31265967416401,1.20588235294118,4.38349243012072,7.0,2.0,0.0,1.0,7.74961124776051,4.26779720616448,7.84407089719626,6.75035620252862,7.82010348286604,9.16666666666667,10.0,6.149691730206981,8.32195235478049,7.8021925866764805,6.92241733825536,1.0,7.86416125101966,9.38802143063515,9.84004137431125,9.9911414059703,10.0,9.80480105272918,9.64,8.9,6.216,8.252,5.92983626454923,9.03534866584216,7.48259246519569,10.0,6.7995285220385195,3.07692307692308,7.743794892062299,5.87341549700796,7.90200199055092,10.0,9.60141645392407,10.0,9.86713881797469,6.66666666666667,4.1135801066433,4.3337984702841,6.0,10.0,6.85234087393234,5.070149874883089,7.55555555555556,9.440518477962812,7.690088777088519,9.02324312659818,8.63246217092715,7.90200299716922,8.207160896358749,7.61,16.5,6.948500106811526,1.2982049999999998,0.8447776734828946,0.5762601710128785,0.2753609690618515,0.32256116087436704,2.276871442794795,96.494,96.90115,97.05383,97.46777,98.04795,98.19045,98.40421,97.6442,97.6442,96.80276,96.8808,96.80615,99.5705,100.0141,100.4162,100.2183,100.3811,100.2056,100.0652,100.1577,100.5439,100.3364,100.2726,100.5407,0.023353,0.018618,0.017211,0.028572000000000007,0.030415,0.023266,0.029973000000000007,0.023945,0.027454000000000003,0.016315,0.015759,0.010304
