,Country,Year,GDP,Region_x,HUMAN FREEDOM (Score),Procedural Justice,Civil Justice,Criminal Justice,Rule of Law,Homicide,Disappearances,Violent Conflicts,Organised Conflicts,Terrorism Fatalities,Terrorism Injuries,"Disapperances, Conflicts, and Terrorism",Female Genital Mutilation,Inheritance Rights: Widows,Inheritance Rights: Daughters,Inheritance Rights,Women's Security & Safety,Security & Safety,Domestic Movement,Foreign Movement,Women's Movement,Movement,Establishing Religious Organizations,Operating Religious Organizations,Establishing and Operating Religious Organizations,Harassment and Physical Hostilities,Legal and Regulatory Restrictions,Religion,Association,Assembly,Establishing Political Parties,Operating Political Parties,Establishing and Operating Political Parties,Establishing Professional Organization,Operating Professional Organization,Establishing and Operating Professional Organization,"Establishing Educational, Sporting and Cultural Organizations","Operating Educational, Sporting and Cultural Organizations","Establishing and Operating Educational, Sporting and Cultural Organizations","Association, Assembly, & Civil Society",Press Killed,Press Jailed,Laws and Regulations that Influence Media Content,Political Pressures and Controls on Media Content,Access to Cable/Satellite,Access to Foreign Newspapers,State Control over Internet Access,Expression & Information,Legal Gender,Male to Male Relationships,Female to Female Relationships,Same-Sex Relationships,Divorce,Identity & Relationships,PERSONAL FREEDOM (Score),Government Consumption,Transfers and subsidies,Government  enterprises and investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory costs of the sale of real property ,Reliability of police,Business costs of crime,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates,Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Conscription,Labor market regulations,Administrative requirements,Bureaucracy burden,Startinga  business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,ECONOMIC FREEDOM (Score),Happiness Rank,Happiness Score,Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,January_cpi food,February_cpi food,March_cpi food,April_cpi food,May_cpi food,June_cpi food,July_cpi food,August_cpi food,September_cpi food,October_cpi food,November_cpi food,December_cpi food,January_cpi general,February_cpi general,March_cpi general,April_cpi general,May_cpi general,June_cpi general,July_cpi general,August_cpi general,September_cpi general,October_cpi general,November_cpi general,December_cpi general,January_Food price inflation,February_Food price inflation,March_Food price inflation,April_Food price inflation,May_Food price inflation,June_Food price inflation,July_Food price inflation,August_Food price inflation,September_Food price inflation,October_Food price inflation,November_Food price inflation,December_Food price inflation
179,135,2011,31867.97324,9,8.18,8.46666666666667,6.45605528166687,6.92366032303946,7.3,9.67170575592329,0.0,10.0,10.0,10.0,10.0,8.0,9.5,10.0,10.0,10.0,9.75,9.14056858530776,10.0,10.0,10.0,10.0,7.5,7.5,7.5,9.888888888888891,8.51666666666667,8.63518518518519,10.0,10.0,10.0,7.5,8.75,10.0,7.5,8.75,7.5,10.0,8.75,9.25,10.0,10.0,8.66666666666667,6.5,7.5,10.0,10.0,8.952380952380949,7.0,10.0,10.0,10.0,10.0,10.0,8.79389876008355,4.0,4.6065395095367805,8.0,6.0,6.0,6.0,8.73967348624335,6.269242599156031,5.01067346166667,4.59565751916667,6.4136203433333305,8.33333333333333,8.33333333333333,5.5759646211681195,7.420460127878179,8.36105710833333,7.57001380166667,1.0,6.84601262776441,9.89303166741497,9.47085626796448,9.36,10.0,9.68097198384486,9.657687049845949,8.94,6.2264,8.27469568328199,6.55438751666667,8.848016659598109,7.70120208813239,10.0,6.2619396175,3.07692307692308,6.416287196280191,5.251716630234419,7.806903600412201,10.0,8.19208286348582,10.0,9.39736095449527,5.56666666666667,3.41223365833333,4.61827384833333,4.0,10.0,5.443915898425191,2.9887304683333302,7.57575757575758,9.0108899398399,6.045072102857139,7.85710622139058,8.12804247987569,6.934266464675701,7.258514439198719,7.57,16.5,6.948500106811526,1.2982049999999998,0.8447776734828946,0.5762601710128785,0.2753609690618515,0.32256116087436704,2.276871442794795,93.4731,93.30883,93.62012,93.88377,94.13423,94.20622,94.38266,94.58749,94.79232,94.86026,95.03973,95.34191,95.25056,95.37132,96.08487,97.28044,97.24751,97.11079,96.58984,96.7096,96.94612,97.71056,98.10676,98.2345,0.008942,0.01499,0.01814,0.022214,0.025212,0.023837,0.023735,0.021519,0.022689,0.021958,0.02177,0.021278
180,46,2011,24780.97878,2,8.4,8.03333333333333,7.07211402911441,7.481764847063861,7.5,8.04283039845715,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.347610132819051,10.0,10.0,10.0,10.0,5.0,10.0,7.5,9.55555555555556,8.14444444444444,8.4,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,8.33333333333333,8.5,10.0,10.0,10.0,9.547619047619051,7.0,10.0,10.0,10.0,10.0,10.0,8.95666443796667,3.63490315185629,6.23817817377887,8.0,9.0,4.0,6.5,8.80209100579934,6.6350344662869,7.56714229833333,5.42108420833333,6.98897604833333,8.33333333333333,6.66666666666667,5.90667850169639,9.52832923021689,7.43630992333333,7.512644095,1.0,7.262351589471849,8.41228658764565,8.36228076953032,9.004,10.0,8.94464183929399,9.65768705,8.94,6.2264,8.27469568333333,7.25776226,9.433164707654369,8.34546348382719,10.0,7.335361978333331,6.153846153846151,6.416287196280191,6.63516510948656,8.313831069161768,10.0,10.0,10.0,10.0,6.66666666666667,5.7834277366666695,8.32329206166667,4.0,3.0,6.17085197493523,5.4753552766666695,8.93939393939394,9.68662231798393,7.15791137857143,8.4763965550226,9.04720725023613,8.130481119645781,8.10044436486034,7.85,73.0,5.488,1.05613,0.701288521289825,0.29091,0.0398642159998417,0.15513750910759,1.93129,90.13512,91.73895,92.59432,94.41199,94.19815,93.61008,94.25162,93.34278,93.28931,92.2201,92.75471,92.96855,91.92829,92.54354,93.26133,93.87657,94.03039,94.03039,94.49182,94.79945,95.31215,95.15834,95.26088,95.4147,0.114342,0.131926,0.115979,0.12341,0.121579,0.115287,0.108108,0.108571,0.093358,0.060234,0.043295,0.036353
181,48,2011,1161.581434,8,5.26,4.0,4.5503186328219805,4.922209399277921,4.5,6.61642355944693,5.0,9.814910970622119,2.5,9.99259643882489,9.993336794942401,7.46016884087788,2.6,5.0,5.0,5.0,3.8,5.95886413344161,5.0,5.0,5.0,5.0,2.5,7.5,5.0,8.96,5.27777777777778,6.41259259259259,5.0,2.5,2.5,7.5,5.0,2.5,5.0,3.75,2.5,5.0,3.75,4.0,10.0,9.22262607661291,0.666666666666667,1.25,7.5,7.5,7.5,6.2341846776113705,7.0,0.0,0.0,0.0,10.0,5.0,5.2793937603808,8.08823529411765,8.651771117166211,0.0,7.0,5.0,7.0,3.57296900012281,5.46259508228133,3.03894704166667,4.4711494275,5.113359625,1.6666666666666698,7.5,5.5467585923186205,8.53483766450089,4.94951758333333,7.97264266666667,0.962962962962963,5.32114321231605,7.38616899659548,6.096863800423111,3.3560000000000003,0.0,4.20975819925465,3.84,6.54,5.3636,5.24786666666667,3.216237355,3.8956572589712404,3.5559473069856202,10.0,4.33848783416667,0.0,0.22125128263035201,1.51991303893234,5.08093175314616,2.0,9.59200544544943,5.0,5.53066848181648,6.66666666666667,4.732048625,6.26978658333333,10.0,10.0,7.45138243422178,4.0639473333333305,3.3333333333333304,7.2818238676966,3.79951658809524,8.33303751160071,6.56994610085007,5.5636007891515495,6.1818839017299405,5.25,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,49.914101,49.441654,55.040159,58.134692,61.72529399999999,64.74896,65.056051,66.73324000000001,69.048234,70.609863,69.834547,70.02280999999999,53.434918,53.15094200000001,57.173942,59.587743,62.190861,64.604662,64.935968,66.02454399999999,67.775733,69.053628,68.86431,70.047545,0.136022,0.127334,0.255418,0.321697,0.407108,0.45334,0.474304,0.499469,0.51294,0.516544,0.502942,0.466728
182,50,2011,40916.83858,9,8.73,9.66666666666667,7.88443867241113,8.673984611327,8.7,9.18355865258973,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.727852884196581,10.0,10.0,10.0,10.0,10.0,7.5,8.75,9.33333333333333,8.83888888888889,8.974074074074071,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.25,10.0,10.0,10.0,9.75,7.0,10.0,10.0,10.0,10.0,10.0,9.47937062845655,2.82352941176471,3.7629427792915497,8.0,4.0,3.0,3.5,7.187735711334651,5.05484158047818,9.15711138333333,8.20585746416667,9.08560436166667,10.0,10.0,6.830351106423239,8.42056572596568,9.40577631833333,9.05874004333333,1.0,8.90711182258025,9.06200471558741,9.52584957987297,9.316,10.0,9.475963573865089,9.65768705,8.94,6.2264,8.27469568333333,7.9348387383333305,9.056747673693529,8.49579320601343,10.0,6.98384765583333,7.692307692307691,6.416287196280191,7.03081418147374,8.450325767705129,10.0,9.79508916551194,10.0,9.931696388503982,3.9,4.790400485,3.7032915583333303,8.0,3.0,5.565615340555559,6.31236523833333,7.57575757575758,9.51831459932343,8.99210187214286,9.76492935997072,8.95753263849365,8.52016688067026,8.00582620324326,7.98,16.5,6.948500106811526,1.2982049999999998,0.8447776734828946,0.5762601710128785,0.2753609690618515,0.32256116087436704,2.276871442794795,89.962019,91.95003,92.226624,92.252556,91.448707,91.820379,90.930103,90.89552,91.664796,92.122905,93.358931,93.69603,93.55602,94.12592,94.64067,94.82451,94.87047,95.14623,94.87966,95.24734,95.6426,95.88159,95.94593,95.91836,0.04624,0.069146,0.06657300000000001,0.061462,0.071284,0.075638,0.06888899999999999,0.066856,0.05975800000000001,0.056084,0.059857000000000014,0.052938
183,49,2011,7520.373654999999,6,7.11,8.5,7.5256481477004895,7.36341998056628,4.35,9.07736948814766,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,7.5,8.85912316271589,5.0,10.0,10.0,8.33333333333333,10.0,10.0,10.0,7.09555555555555,6.38611111111111,6.74083333333333,10.0,10.0,10.0,10.0,10.0,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.25,10.0,10.0,10.0,6.8125,7.0,10.0,10.0,10.0,10.0,10.0,7.288114124012309,5.76470588235294,8.92861872706275,8.0,7.0,7.0,7.0,4.8258633849126396,6.90383759886567,8.55727271508708,5.519571395833331,7.79307943974359,5.9,9.16666666666667,5.10906165994835,8.03853013843225,8.528392670416665,7.29599206455696,0.9259259259259259,5.91431706527372,9.16211753784633,8.43431263141762,8.266,0.0,6.46560754231599,7.58,6.46,0.0,4.68,6.67235136,6.88384150133391,6.88384150133391,10.0,6.90981705916667,0.0,8.96067694652923,4.48033847326461,6.511044993649629,10.0,9.24924924924925,10.0,9.74974974974975,7.76666666666667,4.535403648936169,6.27647042222222,10.0,10.0,9.00996977317322,3.95567248945148,7.12121212121212,7.890933972662281,7.640221997582179,8.426265235747481,8.172879785746929,7.9028227788422,8.88751410058839,6.94,9.0,7.2995,1.31445,0.84754339632988,0.607834756374359,0.36959335106372854,0.476354624991417,2.265355,83.140899,83.713626,83.618172,85.90908,86.577262,88.772716,89.536353,88.963625,87.24544399999998,87.24544399999998,88.772716,86.95908,90.351443,90.647354,90.745991,91.633723,92.028271,92.916004,93.113278,93.014641,92.422819,92.422819,93.606462,93.507825,0.064792,0.06432,0.101887,0.111111,0.081049,0.138311,0.13285,0.125604,0.109223,0.110571,0.123188,0.106926
184,51,2011,37440.63863,9,8.08,7.36666666666667,6.835790649691269,6.87802579285939,7.0,9.459455849801472,10.0,10.0,7.5,10.0,9.99693921784008,9.49938784356802,9.5,10.0,10.0,10.0,9.75,9.569614564456499,10.0,5.0,10.0,8.33333333333333,7.5,10.0,8.75,9.32666666666667,7.405555555555559,8.49407407407408,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.25,10.0,10.0,10.0,9.321428571428571,7.0,10.0,10.0,10.0,10.0,10.0,8.75728723899772,3.0,2.75204359673025,8.0,5.0,3.0,4.0,7.44485361210432,5.0393794417669096,6.51041214333333,5.79093061166667,7.88337082833333,9.16666666666667,8.33333333333333,6.46818357174488,6.879806440495571,7.160551305,7.145214621666669,0.962962962962963,7.125388651602349,9.29072453902933,9.633531670981439,9.576,10.0,9.625064052502688,9.65768705,8.94,6.2264,8.27469568333333,6.23515966833333,8.72312865543541,7.47914416188437,10.0,6.82288810666667,5.38461538461538,6.416287196280191,6.20793022918741,7.990442518601281,8.0,7.6020000913274,10.0,8.53400003044247,3.3333333333333304,2.5802603333333303,6.90255210833333,4.0,10.0,5.88659942403712,2.82459425833333,8.33333333333333,9.76643025760276,6.897299302142861,7.795159269868269,8.52036890624905,7.356197554588269,7.25893233635595,7.41,16.5,6.948500106811526,1.2982049999999998,0.8447776734828946,0.5762601710128785,0.2753609690618515,0.32256116087436704,2.276871442794795,94.480572,94.800574,95.680579,95.82058,96.850586,97.120588,96.920586,96.720585,96.960587,97.310589,97.58059,97.890592,95.22,95.67,96.45,96.78,96.83,96.91,96.48,96.98,96.91,97.14,97.41,97.8,0.0006349999999999999,0.003281,0.008643999999999999,0.005879,0.013818,0.01835,0.022471,0.030471,0.032588,0.035433,0.033139,0.034122
185,52,2011,16011.1245,8,5.74,3.7,4.88416740140516,3.9593998127344197,4.85,6.51296452310375,10.0,10.0,5.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,5.0,6.83765484103458,10.0,0.0,0.0,3.3333333333333304,10.0,7.5,8.75,8.02222222222222,7.17222222222222,7.981481481481481,7.5,7.5,10.0,5.0,7.5,7.5,5.0,6.25,10.0,7.5,8.75,7.5,10.0,10.0,2.0,4.0,10.0,7.5,7.5,7.28571428571429,7.0,10.0,10.0,10.0,0.0,5.0,6.031966620311559,2.4441176470588197,9.80926430517711,4.0,5.0,2.0,3.5,5.22967690635728,4.99661177171864,2.74801333333333,4.81491166666667,6.4547016666666694,3.3333333333333304,5.0,2.9158890451224,4.58301130927237,4.42807666666667,7.126811666666669,0.7586206896551719,4.0452915384561905,8.09082336022094,3.8435701295249998,9.746,0.0,5.42009837243648,7.44,6.44,6.2264,6.3332,3.8239400000000003,7.113971523280691,5.46895576164034,10.0,6.78508416666667,1.53846153846154,0.0,2.77451523504273,6.144167749170769,5.0,7.38738738738739,9.0,7.129129129129129,8.33333333333333,3.7351300000000003,6.12008833333333,8.0,10.0,7.448667072648231,5.36014,2.87878787878788,7.91761588388844,4.48749023809524,6.81217450948271,4.529848683708599,5.33100953232714,6.63626857803484,5.45,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,88.884407,86.164872,87.539187,86.92675,88.06664,88.964669,90.483614,93.622306,91.187237,90.874337,91.453205,92.543669,91.907864,91.048079,91.686159,91.558732,92.760671,92.905331,93.524692,94.579271,93.552528,93.434496,93.625498,94.208182,0.051187,0.01248,0.041284,0.035685,0.066725,0.025088,0.05645,0.093014,0.048339,0.010556,-0.002165,0.049668
186,154,2011,37161.49069,9,8.54,8.3,7.235465739802611,7.546776171106809,7.7,9.59819395390971,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,9.75,9.782731317969901,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.01777777777778,5.280555555555559,7.76611111111111,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.66666666666667,7.75,10.0,10.0,10.0,9.34523809523809,7.0,10.0,10.0,10.0,10.0,10.0,9.0818177501274,4.67941176470588,5.73106267029973,8.0,5.0,1.0,3.0,8.722552306684161,6.0266053483379505,8.65699006333333,7.0268506475,8.67373243666667,10.0,8.33333333333333,5.883885086871951,7.906979297475639,8.106290385,7.11021446166667,1.0,7.96647507909418,9.39249969870246,9.731386125099881,9.104,10.0,9.55697145595059,9.657687049845949,8.94,6.2264,8.27469568328199,7.31271824333333,9.203034685707589,8.25787646452046,10.0,7.93397202583333,7.692307692307691,8.96067694652923,8.19565222155675,8.6820560923398,8.0,5.02242491655802,8.0,7.00747497218601,8.9,5.8824056416666695,7.87162777,8.0,10.0,8.26850895283109,3.94653632,7.72727272727273,9.57643195940662,7.83725458952381,9.191995758917132,8.76697408854087,7.84107757394353,7.705687166320209,7.99,16.5,6.948500106811526,1.2982049999999998,0.8447776734828946,0.5762601710128785,0.2753609690618515,0.32256116087436704,2.276871442794795,98.97,99.127635,98.9964335,99.066515,99.28074000000001,99.45537999999999,99.317982,98.8348965,98.88,99.0449505,99.1710525,99.316423,98.52821,98.879325,99.571315,99.78516,99.8,99.93,99.62371999999999,99.776985,99.88759,99.92441500000001,99.720435,99.721925,0.013176,0.012842,0.0136965,0.0125775,0.012879999999999999,0.014683,0.015428,0.0159765,0.0154855,0.0138625,0.0150105,0.015973
187,54,2011,7897.696255,0,7.65,5.33333333333333,6.14010695818921,6.572590863008469,6.0,8.23237258372067,10.0,10.0,2.5,9.911263524880779,9.946758114928471,8.47160432796185,10.0,5.0,5.0,5.0,7.5,8.067992303894169,10.0,5.0,5.0,6.66666666666667,7.5,10.0,8.75,10.0,7.361111111111111,8.7037037037037,10.0,7.5,5.0,7.5,6.25,7.5,7.5,7.5,10.0,10.0,10.0,8.25,10.0,10.0,5.66666666666667,4.75,10.0,7.5,10.0,8.27380952380952,7.0,10.0,10.0,10.0,7.5,8.75,7.5814160653915295,5.911764705882349,7.1441644602879,4.0,10.0,10.0,10.0,8.79783322545038,7.17075247832413,3.6255183333333303,3.6936449999999996,3.45145,4.5,5.83333333333333,6.49999271854716,9.9293304012861,6.81728666666667,6.91579666666667,1.0,5.67912747331249,9.88848529183376,7.94511213298483,8.292,10.0,9.03139935620465,9.72,9.7,7.906000000000001,9.10866666666667,6.588711666666669,8.78557265751676,7.6871421620917095,10.0,5.61892583333333,7.692307692307691,8.29692309863818,7.20271887475973,8.49963192587953,10.0,9.13171367620945,10.0,9.71057122540315,10.0,6.67574166666667,7.266435,8.0,1.0,7.03231700854634,5.92144333333333,7.87878787878788,9.896049966418891,7.07436976190476,9.680747014620529,6.86138858901313,7.88546442401309,8.209450885987529,7.72,100.0,4.996,0.8556299999999999,0.637524425983429,0.3981558382511141,0.14637714624404902,0.07855,1.87031,97.127707,102.906072,102.780999,102.812537,103.73345,94.550545,89.73284699999998,91.170571,92.174894,92.037288,92.621905,94.042283,94.463446,97.125935,97.104827,96.966317,97.32995,93.39409,91.873004,92.844322,93.404731,93.263168,93.874079,94.451846,0.252312,0.284343,0.287646,0.286283,0.306999,0.221975,0.166121,0.125348,0.058306,0.014711000000000004,-0.001544,0.00866
188,56,2011,3368.800837,8,7.26,5.8,6.0508590163422005,4.491122356199809,5.4,9.32648127546295,10.0,10.0,7.5,10.0,10.0,9.5,9.6,5.0,5.0,5.0,7.3,8.70882709182098,10.0,10.0,10.0,10.0,7.5,10.0,8.75,7.888888888888889,6.43333333333333,7.690740740740741,10.0,7.5,7.5,7.5,7.5,7.5,10.0,8.75,7.5,10.0,8.75,8.5,10.0,10.0,7.33333333333333,7.5,10.0,10.0,10.0,9.26190476190476,7.0,0.0,10.0,5.0,7.5,6.25,7.6974713232198,7.694117647058821,9.63760217983651,7.0,9.0,5.0,7.0,6.521683859473179,7.5706807372737,5.08449479166667,4.62881689833333,4.77051116166667,5.0,4.16666666666667,5.39688717119427,8.96297244050571,5.920073235,5.676478215,0.96551724137931,5.416845465635821,6.134966356046281,9.204125488532819,8.254,5.0,7.1482729611447695,7.28666666666667,7.4,7.192,7.292888888888889,5.30437757666667,6.44848650823722,5.876432042451941,10.0,6.5396618275,3.84615384615385,1.54875897841246,3.97819155068877,6.7868781205074,8.0,7.7578238020289305,10.0,8.58594126734298,10.0,5.91121543833333,5.92131132666667,8.0,10.0,6.63875446083333,4.04177559333333,6.51515151515152,9.407371458263471,3.52514278190476,6.49267135405717,7.489110871210509,6.24520392898679,7.1566332190543696,6.82,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,76.711742,77.759002,78.70153499999998,79.67025,81.26732,82.183672,82.73348299999998,81.660042,78.910987,77.392461,78.020816,78.70153499999998,58.97001,59.90644399999999,60.570738,61.361805,62.441916000000006,63.23974499999999,63.640349,63.197487,62.234007,61.733674,62.017647,62.73772099999999,0.048301,0.045775,0.047022,0.041767,0.039518,0.027832,0.03268,0.037937,0.037164,0.040479,0.044149,0.042664
189,59,2011,1721.451359,8,6.28,3.7,4.88416740140516,3.9593998127344197,4.15,6.6726201535737495,10.0,10.0,5.0,10.0,10.0,8.970344150036725,9.7,5.0,5.0,5.0,6.3,7.16157054613061,10.0,10.0,5.0,6.66666666666667,7.5,7.5,7.5,8.985555555555557,7.68333333333333,8.13287037037037,7.5,7.5,7.5,6.66666666666667,7.5,7.5,6.66666666666667,7.5,10.0,7.5,7.5,7.5,10.0,10.0,4.0,4.5,10.0,7.5,7.5,7.55417008745872,7.0,0.0,10.0,5.0,7.5,6.25,6.287833694933555,7.2088235294117595,9.63760217983651,4.0,7.0,5.0,6.0,5.77267770339357,6.4907506164026705,3.9392816945910494,4.06399583229167,4.8186341254941905,4.16666666666667,5.0,3.2986849347937994,6.376041541498235,4.784988369912111,5.14149893263576,0.7586206896551719,4.059677598868806,3.95454583538711,7.798728769772179,5.7299067152654,5.0,7.111937272797835,7.44,7.6,6.2264,7.034466666666665,5.131415033098595,5.02310070778952,4.94207784005581,10.0,5.9579535325,1.53846153846154,2.3231384676186897,3.758258305274295,6.358421278762505,8.0,5.63860247423724,9.0,8.0,6.66666666666667,4.74265324691724,6.425230165601361,8.0,10.0,6.33912873490695,4.17948722833333,2.42424242424242,8.691671239341694,3.5140067408077202,8.237192732959759,6.973481853691231,5.75192322949262,6.62663978065734,6.0649999999999995,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,56.957946,58.398301,60.298888,61.68810600000001,62.386977,63.418237,63.477896,64.423928,65.037571,66.418266,67.43248100000001,67.892713,60.006847,60.95215200000001,62.256938,63.175614,64.22743100000001,65.159421,65.51890300000001,66.45089300000001,67.43614000000001,68.91401,69.952513,70.538335,0.270532,0.282666,0.309943,0.322009,0.325127,0.334948,0.314276,0.27020700000000003,0.253861,0.256935,0.211082,0.208618
190,53,2011,2261.0490170000003,8,6.41,3.7,4.88416740140516,3.9593998127344197,4.74,6.073534357955481,10.0,10.0,5.0,10.0,10.0,10.0,2.2,0.0,0.0,0.0,1.1,5.7245114526518295,5.0,10.0,10.0,8.33333333333333,7.5,7.5,7.5,9.40666666666667,8.51666666666667,8.96166666666667,7.5,7.5,7.5,6.66666666666667,7.5,7.5,6.66666666666667,7.5,10.0,7.5,7.5,7.5,10.0,4.27381363439331,1.33333333333333,1.25,10.0,7.5,7.5,4.2142867419316605,7.0,0.0,0.0,0.0,7.5,3.75,5.77353870590441,8.38235294117647,9.57951004980727,0.0,7.0,5.0,7.0,6.21212636321483,6.23479787083972,5.536667895,6.14827677333333,6.440066285,3.3333333333333304,5.83333333333333,5.094458645523599,6.25444492212038,6.58108168,7.2160003216666695,0.9487179487179491,5.67701196921312,9.693762331305061,8.724699629395321,9.04,5.0,8.1146154901751,5.24,7.18,7.0108,6.4769333333333305,6.03139990333333,6.924886495563889,6.478143199448611,10.0,7.02405681666667,7.692307692307691,6.748164120225719,7.1548428764000205,7.527479852295491,10.0,7.88478596051404,8.0,8.628261986838009,10.0,5.651648615,7.02790663333333,6.0,10.0,8.113259208055549,5.69592014666667,3.93939393939394,7.46849492652002,5.6531717078571395,8.36142351130414,5.785293248103349,6.1506162466408805,7.63071248051148,7.04,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,93.91243349999999,93.8171805,94.87157099999999,95.3367575,96.272053,96.2082,96.7298845,97.0969415,97.0285865,97.129099,96.984043,97.052328,94.90161599999999,94.909007,95.406762,96.1141975,96.339092,96.500996,97.2662785,97.271116,97.6575215,97.698308,97.49767700000001,97.68724850000001,0.0535985,0.056377,0.054869,0.057676000000000005,0.0566295,0.057084,0.0570175,0.0536925,0.053962,0.0551045,0.0532965,0.054169
191,60,2011,1506.6953119999998,8,5.82,3.7,4.88416740140516,3.9593998127344197,3.69,5.810474476514901,10.0,10.0,2.5,10.0,10.0,8.5,5.5,5.0,0.0,2.5,4.0,6.10349149217163,10.0,10.0,10.0,10.0,7.5,7.5,7.5,9.24,7.17222222222222,8.20611111111111,7.5,7.5,7.5,6.66666666666667,7.5,7.5,6.66666666666667,7.5,10.0,7.5,7.5,7.5,10.0,10.0,5.0,3.75,10.0,7.5,7.5,7.1875,7.0,0.0,0.0,0.0,7.5,3.75,6.0913242619318,9.091176470588241,9.63760217983651,0.0,10.0,5.0,10.0,6.6537496934606395,6.436231541012219,3.9392816945910494,2.97910373153409,4.8186341254941905,0.833333333333333,4.16666666666667,3.4809686917801805,2.57969213504072,4.784988369912111,5.14149893263576,0.794871794871795,2.5199577412432004,6.615234276020191,8.76550043240979,8.99,0.0,6.0926836771075,7.44,7.62,7.2868,7.4534,5.131415033098595,6.86244249348254,6.86244249348254,10.0,5.9579535325,0.7692307692307689,0.0,0.384615384615385,6.17511446952448,8.0,9.964964964964961,9.0,8.98832165498832,3.3333333333333304,4.74265324691724,6.425230165601361,8.0,0.0,3.46264679486175,4.17948722833333,5.0,8.16043031554977,3.5140067408077202,6.83977122862074,7.668460094695469,6.917165409716491,6.456044619855519,5.54,133.0,4.12049994277954,0.86687460187912,0.26987750351428996,0.37248499999999996,0.08684,0.214105,1.881015,91.592995,89.749492,91.107862,93.630551,96.347292,97.996742,97.705663,96.638372,97.51161,94.018657,94.794869,95.377027,95.460944,94.718779,95.275402,96.295879,97.409126,98.336832,98.151291,97.780208,98.05852,96.759732,97.038044,97.316355,0.077626,0.052332,0.078071,0.104119,0.12585,0.123471,0.117647,0.055085,0.06349199999999999,0.035256,0.029505,0.029319
